rowid,number,state,title,labels_name,labels_id,labels_color,labels_description,commentcount,body,comments_txt,draft,comments_url,created_at,updated_at,user,assignee1,medium,high,high-ish,high not high-ish
146,131,open,plotting functions all need review/ consolidation/ improvement/ renaming/ testing,refactor|urgency medium|plots-graphs-related|speed / performance (see #444)|server,6208400114|6227894519|6235793514|6535412240|7384237694,8F13A1|FBCA04|C2E0C6|e99695|25B9F0,"Rewrite how code works or break into smaller pieces||related to plotting/graphing like histo, bar, box, scatter|related to monitoring the app too but mostly about speed / load, profiling, asynch, sessions,, etc.|removing code from app_server.R",4,"plotting functions should get a review/ consolidation/ improvement/ renaming/ testing/ etc. - 
There are various plotting functions that are 
- using a variety of underlying packages like base R, ggplot, etc., 
- providing varying types of input/ output formats, 
- using various naming schemes, and 
- working with varying degrees of speed, and 
- of varying quality/ error-checking, etc. 
 
They should be reviewed, refactored, tested, etc., essentially cleaned up in various ways. 

These are some notes about some of the plotting functions: 
```
For plots in general, see:
  - (https://echarts4r.john-coene.com/articles/themes.html)
  - (https://exts.ggplot2.tidyverse.org/gallery)
For BARPLOTS, see/ merge/consolidate:
  - output$view1_summary_plot <- renderPlot(v1_summary_plot()) and v1_summary_plot <- reactive( ) in EJAM server for Short Report if bar type
  - output$summ_display_bar <- renderPlot( ) contains its own plot code not a reactive in EJAM server for tab showing barplots in Detailed Results
  - plot_barplot_ratios() drafted function in EJAM
For BOXPLOTS, see:
  - v1_summary_plot <- reactive( ) and output$view1_summary_plot <- renderPlot(v1_summary_plot())
      - in EJAM server for SHORT report if box type, and
      - in EJAM server for LONG report passed as a parameter
  - boxplots_ratios() in EJAMejscreenapi
      - (NOT in EJAM server for Detailed Results interactive views)
  - ejscreenapi_script() code also relevant? in EJAMejscreenapi
  - box/scatter examples in ggplot, https://r-graph-gallery.com/89-box-and-scatter-plot-with-ggplot2.html
  - boxplots in base R, https://www.r-bloggers.com/2023/09/how-to-reorder-boxplots-in-r-a-comprehensive-guide
For HISTOGRAMS, see:
  - output$summ_display_hist <- renderPlot in EJAM server for interactive views
  - the histograms code and discussion in EJAMbatch.summarizer package

```","@DougMoy cleanup of plotting code used in `R/app_server.R` is needed. Please reach out to discuss.|Other related plotting issues:
#215 #244 #356 #357 #358 #359 #381|https://github.com/USEPA/EJAM/tree/issue131

I wrote standalone functions/files for create_summ_display_hist, create_summary_bar_plot, create_boxplots_ratios, create_summary_hist_ind. Also changed pre existing functions boxplots_ratios.R to match the original boxplot in app_server. I've tested the functionality and it works in the app as originally intended. 

Still need to add documentation to each of the new files I created. Hoping a developer with more experience can create the documentation at the top of each new file as it mirrors the original code very closely.|@DougMoy revisit when we restart refactoring",,https://api.github.com/repos/USEPA/EJAM/issues/131/comments,11/15/2023,12/2/2024,ejanalysis,DougMoy,1,0,0,FALSE
147,130,open,URLs / links to EJScreen reports for FIPS analysis other than counties - need these to work,refactor|urgency low|URL-related,6208400114|6227891676|6228638798,8F13A1|cfd3d7|C2E0C6,Rewrite how code works or break into smaller pieces||relates to functions making URLs for links to reports,0,"URLs / links to EJScreen reports for FIPS analysis other than counties -
in excel and in interactive datatables, EJScreen report URL to use their API for a report does now work for Census FIPS of County (and I think may work for tracts, but comparing those is likely to be a rare use case), but not sure if it works if a user wants to compare units other than counties -- **for the ones the EJScreen API supports, EJAM has to be able to create links to those report types**. Not sure what the EJScreen API itself supports - probably it only can handle areaidea / areatype being county or tract? see their documentation. **If it does accommodate FIPS of State, Places, CBSAs, etc., then EJAM should too. If not, that is a separate issue/enhancement topic to be considered elsewhere/later.**",,,https://api.github.com/repos/USEPA/EJAM/issues/130/comments,11/15/2023,11/22/2024,ejanalysis,none,0,0,0,FALSE
148,129,open,Summary report template that works for 1 site,enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,0,"important enhancement - Summary report template that works for 1 site
If there is a way to do this immediately, that would be very helpful, and could be provided via a button/link next to each site in any site-by-site table, similar to how we currently offer the link to an EJScreen community report. We need to be able to view the EJAM results for a single site in the same format as the summary report that shows results for all sites overall. html template approach and/or other ways tables are made in EJAM would need to be edited to facilitate this, maybe with some helper functions to make it easier. Some functions have been drafted that might be useful for this if using the gt approach, such as:
 mysiteid <- 2
 table_gt_from_ejamit_1site(testoutput_doaggregate_10pts_1miles$results_bysite[siteid == mysiteid,], type = 'demog')
 table_gt_from_ejamit_1site(testoutput_doaggregate_10pts_1miles$results_bysite[siteid == mysiteid,], type = 'envt')
",,,https://api.github.com/repos/USEPA/EJAM/issues/129/comments,11/15/2023,9/4/2024,ejanalysis,none,1,0,0,FALSE
149,127,open,URLs / links to EJScreen reports for shapefile analysis,bug|good first issue|refactor|urgency medium|URL-related|shapefile-related,4538805065|4538805069|6208400114|6227894519|6228638798|6343756696,d73a4a|7057ff|8F13A1|FBCA04|C2E0C6|C2E0C6,Something isn't working|Good for newcomers|Rewrite how code works or break into smaller pieces||relates to functions making URLs for links to reports|related to polygons/ shapefile/ GIS data/ buffers,2,"In excel and in interactive datatables, EJScreen report URL using their API for a report needs to work for shapefile-based analysis/ polygon(s) not just circular buffers or County FIPS reports. 

### Quick interim fix needed asap

Immediate interim workaround should be to replace those links in all tables with NA (or just link to map not report), when the analysis uses shapefiles!  

### Longterm fix

When you run a shapefile report in EJAM, such as using the testdata ""NJ SEWERSHEDS WITH NEEDS"" files in ""testdata/shapes/NJ Sewersheds/"", the excel spreadsheet of site by site results tries to show the usual column of links to EJScreen reports, but those links as coded do not work for a report on a polygon - the function creating those URLs was designed only to handle a circular buffer report (or a county FIPS also works) in EJScreen. The EJScreen API probably can handle a polygon input but likely must be a more complicated query like POST instead of GET and providing geometry of polygon in query body? Not sure simple URL-encoded query would make sense for that case.  

### Closely related issue - other kinds of FIPS?

As a closely related issue, the EJScreen API may only support fips that are for tract or county, but not State, Place, CBSA, EPA Region, etc., so EJAM should handle those types of FIPS-based analyses by converting those FIPS Census units into polygons/boundaries, and then asking the EJScreen API service for a report on the polygon that is the boundaries of each such Census unit. However, if this is unrealistic to query that service for such large polygons as whole States, then consider not providing that option for units/polygons above some size or of certain categories.
","Urgency high for the ""quick fix"" but medium or low for the longterm fix. |Also see #652 ",,https://api.github.com/repos/USEPA/EJAM/issues/127/comments,11/15/2023,12/16/2024,ejanalysis,ParkerJanMalek,1,0,0,FALSE
150,123,open,"Notes on R Package DEPENDENCIES - too many are being imported, etc.",documentation|refactor|urgency low|dependencies-related,4538805066|6208400114|6227891676|6228701467,C5DEF5|8F13A1|cfd3d7|C2E0C6,Improvements or additions to documentation|Rewrite how code works or break into smaller pieces||related to dependencies,1,"### Notes on **R Package DEPENDENCIES**

#### There are a few related issues: 
1. **EJAM itself** is a package via golem, unlike most shiny apps, so that creates some special considerations There are pros and cons to this approach. 
2. **Two other EJAM-related source packages**, and all 3 are not on CRAN and not on a public repository as of 11/10/23: [EJAMejscreenapi](https://github.com/USEPA/EJAMejscreenapi) and [EJAMbatch.summarizer](https://github.com/USEPA/EJAMbatch.summarizer)  But removing dependency on those entirely is slightly tricky since we would need to ensure the essential functions and data are still available, and because some code or documentation referring to those packages by name would have to be globally updated. There are pros and cons. It is useful to keep some data or code separate, maybe, but worth weighing pros and cons. If nobody ever uses any of them without the others, the only advantage to splitting them is maybe rebuilding one may be faster.
3. **DESCRIPTION file Depends vs Imports**: Any packages needed should be carefully treated via roxygen2 notes indicating they should be in Imports or Depends or Suggests parts of the DESCRIPTION file. 
4. The **data.table** package in particular and also **shiny** and **magrittr** seem to need special treatment and least during development work, so that data.table syntax will work during development, so the app will work, and so the magrittr pipe will work, without having to use library() during development work. 
5. **Too many packages?** EJAM requires dozens of other R packages as of 11/11/2023, and there would be some benefits to reducing the number needed. R CMD check warns about this.
6. **Identifying dependencies:** There are various methods of checking package dependencies, and they do not always agree 100%. Deployment from RStudio to the connect server now uses rsconnect and renv packages (and previously it used to use the packrat package) to try to figure out what R packages are needed for the app to work. But there are other ways of trying to check, noted below. 
 
#### These tools and resources may be useful to check:
- Warning on EJAM, from Check [R CMD check](https://rdrr.io/github/r-hub/rhub/man/check.html) `Imports includes 34 non-default packages. Importing from so many packages makes the package vulnerable to any of them becoming unavailable. Move as many as possible to Suggests and use conditionally.`
- See [section 'The DESCRIPTION file' in the 'Writing R Extensions'](https://cran.r-project.org/doc/manuals/R-exts.html#The-DESCRIPTION-file)
- [Hadley book _R packages_](https://r-pkgs.org/) ...  [discussion of the whole issue is here]( https://r-pkgs.org/dependencies-mindset-background.html)   and also see the [section about DESCRIPTION file etc.](https://r-pkgs.org/description.html)
- See DESCRIPTION files in EJAM, EJAMejscreenapi, EJAMbatch.summarizer, in the [GitHub versions of DESCRIPTION](https://github.com/USEPA/EJAM/blob/main/DESCRIPTION) or in the locally installed versions: `rstudioapi::documentOpen(system.file(""DESCRIPTION"", package = ""EJAM""))`
- Packrat has been soft-deprecated and is now superseded by [renv](https://github.com/rstudio/renv)! and see [rsconnect](http://rstudio.github.io/rsconnect/)
- There are notes also in the file at `EJAM/dev/notes_MISC/riskmetric_and_dependencies.R`
- Posit documentation related to this  [Connect package management](https://docs.posit.co/connect/admin/r/package-management/)
- Deployment of shiny apps chapter from  [_Engineering production grade shiny apps_ book](https://engineering-shiny.org/deploy.html)
- Deployment of shiny apps chapter from [_Mastering Shiny book_](https://mastering-shiny.org/scaling-packaging.html#deploying-your-app-package)
- One way you could see dependencies of locally installed packages even if non CRAN: [packrat:::recursivePackageDependencies](https://rdrr.io/cran/packrat/src/R/recursive-package-dependencies.R)
`packrat:::recursivePackageDependencies(""EJAM"", ignores = NULL, lib.loc = .libPaths())`
- See dependencies of CRAN packages:  [tidymodels::pkg_deps](https://rdrr.io/github/tidymodels/tidymodels/man/pkg_deps.html)
`print(tidymodels::pkg_deps(x = ""shiny"", recursive = TRUE), n = 32)`
- [pkgdepends](https://r-lib.github.io/pkgdepends/index.html)
- [devtools article about dependencies](https://devtools.r-lib.org/articles/dependencies.html)",@mlfurman3 and @alex-silverman to revisit,,https://api.github.com/repos/USEPA/EJAM/issues/123/comments,11/10/2023,2/10/2025,ejanalysis,alex-silverman,0,0,0,FALSE
151,120,open,Long Report INTERPRETER/ SUMMARIZER IN TEXT ,enhancement|urgency medium|LongReport_output,4538805068|6227894519|6954028026,cfd3d7|FBCA04|304702,New feature or request||static word doc TSD on results of ejam run - via Quarto template,0,"Create a table of rules and thresholds to describe as moderately elevated, high, very high, etc. Interpreter tool that converts raw output tables to sentences summarizing key notable findings.  see separate notes",,,https://api.github.com/repos/USEPA/EJAM/issues/120/comments,11/8/2023,6/17/2024,ejanalysis,ejanalysis,1,0,0,FALSE
152,119,open,Long Report text needed,enhancement|good first issue|LongReport_output|urgency high-ish but not a bug,4538805068|4538805069|6954028026|7539794549,cfd3d7|7057ff|304702|B9463A,"New feature or request|Good for newcomers|static word doc TSD on results of ejam run - via Quarto template|for high urgency enhancements, to rank them just below high urgency bugs",2,"Write text for the long word doc report, to confirm what points will be made in what order and phrasing. need a easy-to-use template approach, like how the glue package lets you easily insert in-line information. need to decide where the code goes that converts raw results into interpretive sentences, like the ___ indicator was __very__ high overall (average of cx%) etc. etc. 

This is urgent in the sense that it will be very valuable and can be started immediately and done in parallel with R-related work around bug fixes, replicating EJScreen numbers, deployment, etc.  As long as it does not slow down those goals, it is high urgency.

Also see other issues tagged as related to ""[LongReport_output](https://github.com/USEPA/EJAM/labels/LongReport_output)""","Draft skeleton is in inst subfolder, subfolder written report, is .Rmd document. 
  - https://github.com/USEPA/EJAM/blob/main/inst/report/written_report/report.Rmd

Examples of published EJ analyses EPA has written to support national rulemakings: 

  - U.S.EPA. 2024a. Final Regulatory Impact Analysis for the Proposed Reconsideration of the National Ambient Air Quality Standards for Particulate Matter. U.S. Environmental Protection Agency, EPA-HQ-OAR-2015-0072. https://www.epa.gov/system/files/documents/2024-02/naaqs_pm_reconsideration_ria_final.pdf
  - U.S. EPA. 2024b. Regulatory Impact Analysis for the Safer Communities by Chemical Accident Prevention Final Rule. EPA-HQ-OLEM-2022-0174. https://www.regulations.gov/document/EPA-HQ-OLEM-2022-0174-0582
  - U.S.EPA. 2023a. Economic Analysis of the Proposed Reconsideration of the Dust-Lead Hazard Standards and Post-Abatement Clearance Levels. U.S. Environmental Protection Agency, Office of Pollution Prevention and Toxics. EPA-HQ-OPPT-2023-0231-0393. https://www.regulations.gov/document/EPA-HQ-OPPT-2023-0231-0393
  - U.S.EPA. 2023b. Economic Analysis for the Proposed Per—and Polyfluoroalkyl Substances National Primary Drinking Water Regulation. EPA-HQ-OW-2022-0114-0028. https://www.regulations.gov/document/EPA-HQ-OW-2022-0114-0028
  - U.S.EPA. 2023c. Environmental Justice Analysis for the Proposed Lead and Copper Rule Improvements. EPA-HQ-OW-2022-0801. https://www.regulations.gov/document/EPA-HQ-OW-2022-0801-0689
  - U.S. EPA. 2023d. Preamble for Proposed New Source Performance Standards for the Synthetic Organic Chemical Manufacturing Industry and National Emission Standards for Hazardous Air Pollutants for the Synthetic Organic Chemical Manufacturing Industry and Group I & II Polymers and Resins Industry. EPA-HQ-OAR-2022-0730. https://www.govinfo.gov/content/pkg/FR-2023-04-25/pdf/2023-07188.pdf
  - U.S.EPA. 2023e. Regulatory Impact Analysis: Hazardous and Solid Waste Management System: Disposal of Coal Combustion Residuals from Electric Utilities; Legacy CCR Surface Impoundments. EPA-HQ-OLEM-2020-0107-0164. https://www.regulations.gov/document/EPA-HQ-OLEM-2020-0107-0164
  - U.S.EPA. 2022a. Economic Analysis of the TSCA Section 6 Proposed Rule for Asbestos Risk Management, Part 1. EPA-HQ-OPPT-2021-0057-0008. https://www.regulations.gov/document/EPA-HQ-OPPT-2021-0057-0008

Many examples of EPA EJ analysis reports are from HAP (haz air pollutant) NESHAP MACT RTR/NSPS rules -- Template-based reports are produced on many OAR rules and put in rule dockets as TSD (tech support document) to back up the rule preamble and/or a chapter of the RIA (reg impacts analysis) -- They call them demographic proximity analyses, and use them for many hazardous air pollutants RTRs (risk/tech. review under section 112 d and f) and for some other rules. Examples of those documents: 

  - https://www.regulations.gov/document/EPA-HQ-OAR-2023-0072-8401  page links to this TSD on the 2024 greenhouse gas EGU NSPS EG rule: https://downloads.regulations.gov/EPA-HQ-OAR-2023-0072-8401/content.pdf
  - Typical demographic proximity report for one RTR: https://www.regulations.gov/document/EPA-HQ-OAR-2020-0430-0210

EPA publishes many proposed rules with EJ analysis. A listing that includes the great majority of recent ones (some are brief discussions and some are extensive reports) can be generated with a query like the following: 

  - [Query of federal register showing many EPA published rules that had EJ analysis in recent years](https://www.federalregister.gov/documents/search?conditions%5Bagencies%5D%5B%5D=environmental-protection-agency&conditions%5Bpublication_date%5D%5Bgte%5D=01%2F01%2F2022&conditions%5Bterm%5D=%28%22demographic+analysis%22+%7C+%22justice+analysis%22+%7C+%22proximity+analysis%22+%7C+hispanic+%7C+african-american+%7C+poverty+%29+-%28%28%22Air+Plan%22+%7C+%22Air+Plans%22+%7C+%22State+Plans%22+%7C+%22Implementation+Plan%22%29++-%22reconsideration+of+the+national%22+-effluent+-%22aircraft+engines%22+-%28%22Office+of+Air+Quality+Planning+and+Standards%22+%26+%22NESHAP%22+%26+%28%22National+Emission+Standards+for+Hazardous+Air%22+%7C+%22National+Emissions+Standards+for+Hazardous+Air%22%29%29%29&conditions%5Btype%5D%5B%5D=RULE
). 
|Assigned to Teagan",,https://api.github.com/repos/USEPA/EJAM/issues/119/comments,11/8/2023,9/30/2024,ejanalysis,none,0,1,1,FALSE
153,118,open,Map-Table linked interactivity ,enhancement|urgency medium|maps-related,4538805068|6227894519|6228710425,cfd3d7|FBCA04|C2E0C6,New feature or request||related to maps,0,"Map-Table linked interactivity: when viewing table of all sites results, I think users would prefer to see a zoomed out map that clearly highlights/colors/animates? point on map for each site briefly as you mouse hover over them in the table, and stays highlighted if you click one or more sites in the table. As a linked, related feature - somehow integrated in a logical way, when viewing table of all sites results, I think users would prefer to see a zoomed out map where if you mouse hover over points on the map, they briefly get highlighted on the map. But also see isse about how many maps and what each does.",,,https://api.github.com/repos/USEPA/EJAM/issues/118/comments,11/8/2023,10/9/2024,ejanalysis,none,1,0,0,FALSE
154,113,open,Replicating EJScreen: MAKE EJAM REPLICATE EJSCREEN RESULTS (overview of issues/tasks),enhancement|good first issue|test|urgency medium|distance-related|calculate/validate to EJScreen,4538805068|4538805069|6148706060|6227894519|6343333395|6343712128,cfd3d7|7057ff|6F7271|FBCA04|C2E0C6|FBCA04,"New feature or request|Good for newcomers|test to be developed||related to distances variables or calculations or plots|related to errors in numbers, replicating EJScreen stats",0,"This issue is just an outline of what specifics are split out into other issues like #283 , #9, #185, #226, #31 and #38 and #241. Also it replaces issue #10 

1. **Update to new data and methods in mid-2024 version of EJScreen** This is #285 
2. **Reconcile _output formats_:**   Done, and Covered by #241  Modify ejscreenapi outputs to match EJAM's 
3. **_block points and population counts_ in circular buffers:**  - Covered by #283 now
4. Do replication checks for population counts:     - This is spelled out in #9 

5. **Reconcile _formulas / other indicators_:**

   a) Obtain SAIC code on formulas used to aggregate indicators, and on the **percentile** lookups in tables usastats and statestats (and even to create those tables in the first place).
     - DONE - WE HAVE THIS

   b) Try to modify EJAM code to match EJScreen method if they clearly differ. Best candidates for differences are **percentiles** lookup table usage, **rounding** at various stages of calculations, significant digits versus decimals **rounding**; and the actual **formulas** used for some indicators might be different in EJAM than EJScreen.
     - See #185 on using weighted means and denominators or weights.
     - See #226 on rounding (and signif digits)
     **- See ********* on different method and/or lookup table used to convert scores to percentiles**
   
   c) For the indicators other than total population counts, redo the replication analysis: run a large sample of sites at various distances through both tools, summarize which indicators differ how often by how much. Dig into and identify what might be the causes for differences. Confirm everything matches to some tolerance amount at least some target % of the time. **Document** any outstanding differences if relevant. 
    - DONE BUT SHOULD REDO AFTER ANY MORE CHANGES.  
    - See #9 ",,,https://api.github.com/repos/USEPA/EJAM/issues/113/comments,11/8/2023,1/10/2025,ejanalysis,ejanalysis,1,0,0,FALSE
155,99,open,Investigate options for asynchronous processing in R Shiny (espec for speed / performance at launch),good first issue|story|datasets/ pins/ AWS/ etc.|speed / performance (see #444)|urgency high-ish but not a bug,4538805069|6148703621|6343736234|6535412240|7539794549,7057ff|1D76DB|0E8A16|e99695|B9463A,"Good for newcomers|user story|related to data files via pins board, AWS, dataload_ etc.|related to monitoring the app too but mostly about speed / load, profiling, asynch, sessions,, etc.|for high urgency enhancements, to rank them just below high urgency bugs",2,"(also see issue #231 )

Shiny apps are limited by R's single-threaded nature. So if one user has a session where they are analyzing large amounts of data, it could prevent EJAM from being able to create graphics for another user, until the first, longer process is done. Since we have some large datasets and slow processing functions, this may become a problem as EJAM gets used by more people over time.

Asynchronous (or async) programming offers a way to offload large computations to another R process and let the ""main"" process continue working while they. This involves use of the {future} and {promises} packages, which can be combined with Shiny. However, they do not pass and return data easily (they use a ""promise"" of a data frame rather than the actual data), so this would require a fair amount of refactoring of our data pipeline.

**Resources:**
- **[NEW VIDEO](https://www.youtube.com/watch?v=GhX0PcEm3CY) 5/2024 from Joe Cheng/ Posit, about how to use the new feature in shiny 1.8.1, ""[ExtendedTask](https://shiny.posit.co/r/reference/shiny/latest/extendedtask)""**  or https://shiny.posit.co/r/articles/improve/nonblocking/index.html 
- repository about async in shiny: https://github.com/hypebright/async_shiny?tab=readme-ov-file#readme  
- See other good videos on asynch including **callR** and other approaches, in email MC sent MF in mid/early Nov 2023
- older Joe Cheng talk on [Scaling Shiny apps with Async Programming](https://posit.co/resources/videos/scaling-shiny-apps-with-async-programming/)
- [Improving scalability with async programming](https://shiny.posit.co/r/articles/improve/async/)
- [Using `promises` with Shiny](https://rstudio.github.io/promises/articles/promises_06_shiny.html)
- https://support.posit.co/hc/en-us/articles/231874748-Scaling-and-Performance-Tuning-in-Posit-RStudio-Connect
- see https://appsilon.github.io/shiny.worker/
- clear explanation of tradeoff between fast start for 2d/3d users versus fast performance for each user, here:
https://support.posit.co/hc/en-us/articles/231874748-Scaling-and-Performance-Tuning-in-Posit-RStudio-Connect
- look into `Shiny.renderDependenciesAsync()`, `Shiny.renderHtmlAsync()`, and `Shiny.renderContentAsync()`.
","Reassigning to @andreasmaier-abt 
cc: @alex-silverman |@alex-silverman - will reassign and get in touch",,https://api.github.com/repos/USEPA/EJAM/issues/99/comments,11/8/2023,12/2/2024,mlfurman3,alex-silverman,0,1,1,FALSE
156,94,open,Enable fast site selection map during category scrolling,enhancement|urgency low|maps-related,4538805068|6227891676|6228710425,cfd3d7|cfd3d7|C2E0C6,New feature or request||related to maps,0,"**From Mark**
enhancement: it would be neat and kind of informative to interactively immediately see the map change to show new points (& new sites count in box) as you scroll through the pulldown of MACT or EPA Program categories - maybe that could be fast via caching every possible map (one per category), or some tricky approach possibly more memory-efficient but less speedy like caching a full map of ALL points and filtering to show only the relevant ones as you hover over categories. You could simplify to ignore radius and overlaps etc etc during that hovering preview, and only do those extra map refinements when a category is actually picked. If this could be done for NAICS and SIC that would be nice too, noting the counts are bigger and the yes/no subcategory button matters there.

**Ideas**
- I'm not sure that R Shiny has the ability to update its input values only on hover. However, there may be a way to scroll through once one is clicked on using up and down arrow keys - TBD.
- We can still explore caching maps - or at least pre-processed datasets - for these categorical site selection options. That may cut down on time needed to display these maps when users are switching between NAICS codes quickly, for example.",,,https://api.github.com/repos/USEPA/EJAM/issues/94/comments,11/8/2023,10/9/2024,mlfurman3,none,0,0,0,FALSE
157,91,open,Remove unused report template files,enhancement|urgency low,4538805068|6227891676,cfd3d7|cfd3d7,New feature or request|,0,"*From Mark*
Reconcile EJAM/www and EJAM/inst/app/www folders and EJAM/inst/report to delete unused ones and keep useful files still.

**Ideas**

- Use only one folder for report files, most likely `inst/report/` and ensure that the path can be reached to read and write from the EJAM Shiny app. 
- Remove anything related to the old EJScreen report format, as well as placeholder images.
- Example PDF files do not belong in a folder that gets installed with the package itself; these should probably go with `vignettes` or be linked in the README.",,,https://api.github.com/repos/USEPA/EJAM/issues/91/comments,11/7/2023,9/5/2024,mlfurman3,none,0,0,0,FALSE
158,90,open,Include indicator formulas in Community Report,enhancement|urgency low,4538805068|6227891676,cfd3d7|cfd3d7,New feature or request|,0,"**From Mark**
Write code/ formulas for aggregating and displaying other indicators in community report, all the ones indicated in  EJAMejscreenapi::map_headernames[EJAMejscreenapi::map_headernames$reportsort != """", c(""rname"", ""reportlabel"", ""reportsort"", ""longname_tableheader"")] 

**Ideas**

This is tied to the development of the community report https://github.com/USEPA/EJAM/issues/48 , but should not happen until the html template and formatting of graphics, tables, and text is worked out.

",,,https://api.github.com/repos/USEPA/EJAM/issues/90/comments,11/7/2023,10/9/2024,mlfurman3,none,0,0,0,FALSE
159,73,open,Allow abort site selection processing when selections are changed,enhancement|good first issue|urgency high-ish but not a bug,4538805068|4538805069|7539794549,cfd3d7|7057ff|B9463A,"New feature or request|Good for newcomers|for high urgency enhancements, to rank them just below high urgency bugs",2,"When changing between site selections such as different NAICS codes, MACT subparts, etc. the code, and subsequently the preview map and preview dataset, does not update until the previous query is completed. This is problematic if a group with a large number of sites is accidentally selected or is the default selection. This is related to https://github.com/USEPA/EJAM/issues/72 because the slowness of the processing creates additional lag time.

We need a way to check during the initial data processing whether the inputs have changed and, if so, create a way to abort the previous selection and start the new one. Unsure if this should be a backend behavior, or if we need a button to interrupt the huge batch and a warning modal to confirm.

From Mark:
when you give up and pick a different one, even a small category, it still takes a while - not sure if it is trying to finish the long query first? That may be moot if all queries are pretty much instant, but you should be able to interrupt/ abort a slow query if there are any.",Reassigning ticket to @andreasmaier-abt cc: @alex-silverman |@alex-silverman will reassign and get in touch,,https://api.github.com/repos/USEPA/EJAM/issues/73/comments,11/7/2023,12/2/2024,mlfurman3,alex-silverman,0,1,1,FALSE
160,70,open,Review/revise/expand unit testing for FRS functions,test|urgency low,6148706060|6227891676,6F7271|cfd3d7,test to be developed|,3,"Develop unit tests for functions that read and process EPA facility registry service, or FRS, IDs. For those that already have tests, confirm that they still work as designed.

Will need to determine which ones, if any, are still used by EJAM app and prioritize those first. Check the following scripts to find FRS-related functions:

- [frs_from_siteid.R](https://github.com/USEPA/EJAM/blob/main/R/frs_from_siteid.R)
- [frs_is_valid.R](https://github.com/USEPA/EJAM/blob/main/R/frs_is_valid.R)"," There are still many tests failing.  Many still seem to be failing because the test was not written carefully.  I fixed some more today. But this is the latest tally:

**[ FAIL 68 | WARN 62 | SKIP 1 | PASS 668 ]**

══ Terminated early ══════════

|@mlfurman3 requesting reassignment - no time for unit testing|Archiving old test ticket",,https://api.github.com/repos/USEPA/EJAM/issues/70/comments,11/1/2023,11/22/2024,mlfurman3,none,0,0,0,FALSE
161,69,open,Review/revise/expand unit testing for SIC functions,test|urgency low,6148706060|6227891676,6F7271|cfd3d7,test to be developed|,1,"Develop unit tests for functions that read and process SIC codes. For those that already have tests, confirm that they still work as designed.

Will need to determine which ones, if any, are still used by EJAM app and prioritize those first. Check the following scripts to find SIC-related functions:

- [sic_categories.R](https://github.com/USEPA/EJAM/blob/main/R/sic_categories.R)
- [sic_from_any.R](https://github.com/USEPA/EJAM/blob/main/R/sic_from_any.R)

We may also need to pull out SIC functionality from `app_server.R` into separate functions during refactoring.",@mlfurman3 requesting reassignment - no time for unit testing,,https://api.github.com/repos/USEPA/EJAM/issues/69/comments,11/1/2023,11/22/2024,mlfurman3,none,0,0,0,FALSE
162,68,open,Review/revise/expand unit testing for FIPS code functions,test|urgency low,6148706060|6227891676,6F7271|cfd3d7,test to be developed|,2,"Develop unit tests for functions that read and process FIPS codes. For those that already have tests, confirm that they still work as designed.

Will need to determine which ones, if any, are still used by EJAM app and prioritize those first. Check the following scripts to find FIPS code-related functions:

- [fips_counties_from.R](https://github.com/USEPA/EJAM/blob/main/R/fips_counties_from.R)
- [fips_lead_zero.R](https://github.com/USEPA/EJAM/blob/main/R/fips_lead_zero.R)
- [fipsbg_from_anyfips.R](https://github.com/USEPA/EJAM/blob/main/R/fipsbg_from_anyfips.R)
- [getblocksnearby_from_fips.R](https://github.com/USEPA/EJAM/blob/main/R/getblocksnearby_from_fips.R)",@mlfurman3 requesting reassignment - no time for unit testing|@mlfurman3 requesting reassignment - no time for unit testing,,https://api.github.com/repos/USEPA/EJAM/issues/68/comments,11/1/2023,11/22/2024,mlfurman3,none,0,0,0,FALSE
163,67,open,MODULE? Review/revise/expand unit testing for shapefile functions,test|refactor|urgency low|shapefile-related|server,6148706060|6208400114|6227891676|6343756696|7384237694,6F7271|8F13A1|cfd3d7|C2E0C6|25B9F0,test to be developed|Rewrite how code works or break into smaller pieces||related to polygons/ shapefile/ GIS data/ buffers|removing code from app_server.R,1,"Develop unit tests for functions that read and process shapefiles. For those that already have tests, confirm that they still work as designed.

Check the following scripts to find shapefile-related functions:

- [get_blockpoints_in_shape.R](https://github.com/USEPA/EJAM/blob/main/R/get_blockpoints_in_shape.R)
- [get_shapefile_from_sitepoints.R](https://github.com/USEPA/EJAM/blob/main/R/get_shapefile_from_sitepoints.R)
- [get_shape_buffered_from_shapefile_points.R](https://github.com/USEPA/EJAM/blob/main/R/get_shape_buffered_from_shapefile_points.R)

Mark has also started a Shiny module related to shapefiles - TBD if we will incorporate that into the EJAM app.
",@mlfurman3 requesting reassignment - no time for unit testing,,https://api.github.com/repos/USEPA/EJAM/issues/67/comments,11/1/2023,10/15/2024,mlfurman3,ParkerJanMalek,0,0,0,FALSE
